Employee ID,first_name,last_name,email,DOB,Telephone,Address,Gender,Trust,Ethnicity,Nationality,Visa Status,Staff Group,Role,Division,Ward,Grade,Salary,Hire Date,Contract Start,Weekly Hours,FTE,Registration Type,Contract Type,Employment Status,Registration Number,NI Number,Registration Expiry Date,DBS Expiry Date,Mandatory Training Completion Date,Mandatory Training Expiry Date,Profile Date
EMP0338,Kelly,Stanley,nolangeorgia@example.com,1989-10-09,(0131) 4960111,"Flat 22
Mills Pass
Nicolabury
HS4M 4HU",Male,Westborough Acute Care NHS Trust,Asian,China,British Citizen,Nursing,Senior Staff Nurse,Critical Care & Anaesthesia,Intensive Care Unit,6,53197,2017-05-30,2017-07-04,30.0,0.8,GMC,Permanent,Suspended,NS676282,XS283674,2031-01-01,2028-06-21,2026-03-03,2026-12-07,2017-06-20
EMP0339,Ian,Martin,harrissally@example.net,1970-08-14,+44121 4960110,"Flat 23b
Aimee Plaza
North Gracehaven
WF5E 4LJ",Female,Horizon Integrated Health Partnership NHS Trust,Asian,China,Skilled Worker,Medical,FY1/FY2,Corporate Services,Finance,FY1,40960,2021-06-13,2021-07-18,30.0,0.8,NMC,Bank,On Leave,JF807773,MH575802,2031-05-05,2029-06-23,2026-06-05,2027-02-09,2021-07-04
EMP0340,Paige,Murphy,benjamin12@example.org,1996-03-09,0909 879 0152,"Studio 95Z
Dawn Summit
Bernardmouth
N3T 0SY",Female,Horizon Integrated Health Partnership NHS Trust,Black,Kenya,British Citizen,Medical,SHO,Corporate Services,Communications,SHO,51212,2022-09-14,2022-10-26,15.0,0.4,HCPC,Bank,Inactive,GA005190,BH839914,2029-01-24,2028-12-13,2026-09-09,2027-07-24,2022-10-05
EMP0341,Philip,Taylor,mwood@example.com,1969-01-21,(0808)1570051,"631 Godfrey Stream
East Robinshire
LU07 7LT",Female,Southvale Hospitals NHS Trust,White,United States,ILR,Admin,Administrator,Surgery & Cancer,Orthopaedics,3,27762,2021-12-28,2022-02-01,37.5,1.0,None,Fixed Term,Active,EX333502,FX534663,2028-10-30,2029-02-20,2025-12-11,2026-12-07,2022-01-18
EMP0342,Eleanor,Reed,melanieswift@example.com,1999-12-19,+44(0)20 7496 0008,"Studio 3
Elliott Stream
East Trevorchester
LN5E 1AR",Male,Southgate Community & Mental Health NHS Trust,White,Canada,Dependent,Medical,Consultant,Emergency & Urgent Care,Urgent Care,CONS,135876,2022-06-30,2022-08-11,37.5,1.0,NMC,Permanent,On Leave,BT630447,ET637308,2030-02-28,2026-11-12,2026-06-08,2027-02-27,2022-07-21
EMP0343,Megan,Bradshaw,ofox@example.com,1985-06-09,+44808 157 0501,"Flat 65
Rachel Loaf
Ashleyville
E2 5ST",Male,Horizon Integrated Health Partnership NHS Trust,Black,Nigeria,Skilled Worker,Medical,FY1/FY2,Emergency & Urgent Care,Ambulance Services,FY1,38932,2019-05-10,2019-06-14,20.0,0.53,NMC,Bank,Inactive,MH849364,QW306197,2029-09-01,2028-12-09,2026-05-03,2027-04-05,2019-05-31
EMP0344,Angela,Hill,antonythornton@example.net,1964-05-21,03069990372,"5 Franklin Dale
New Amy
OX49 6RZ",Male,Meadowbrook Community Health NHS Trust,Asian,Thailand,Skilled Worker,AHP,Physiologist,Women & Children,Gynaecology,6,48811,2020-03-24,2020-05-05,20.0,0.53,HCPC,Bank,Inactive,BV282984,BN588442,2030-09-26,2026-11-26,2026-05-29,2027-05-28,2020-04-14
EMP0345,Gail,Sanders,holmesallan@example.com,1962-05-18,0117 496 0474,"932 Thomas Drive
North Kieranside
CW8B 5PF",Female,Meadowbrook Community Health NHS Trust,Black,South Africa,Skilled Worker,AHP,Physiologist,Emergency & Urgent Care,Minor Injuries Unit,6,49038,2016-11-01,2016-12-13,37.5,1.0,HCPC,Fixed Term,On Leave,BX612571,NZ035783,2031-04-14,2028-08-20,2026-08-01,2027-03-19,2016-11-22
EMP0346,Ashley,Hill,davismohammad@example.org,1980-09-01,0116 496 0627,"6 Davies Mountain
South Gracebury
HS40 9JX",Female,Riverbank General Hospitals NHS Trust,Black,Nigeria,ILR,Medical,SHO,Corporate Services,Facilities Management,SHO,51434,2025-01-25,2025-03-01,15.0,0.4,GMC,Bank,Suspended,KU731832,DX755976,2030-11-10,2026-09-13,2025-12-29,2027-02-02,2025-02-15
EMP0347,Hilary,Harper,jordandavis@example.com,2005-07-14,(0121) 4960261,"182 Lambert Inlet
Mohamedmouth
TN4 0UY",Female,Northshire University Hospitals NHS Trust,White,United Kingdom,Dependent,Admin,Receptionist,Clinical Support Services,Physiotherapy,3,26599,2022-11-09,2022-12-07,15.0,0.4,GMC,Permanent,Active,SV365201,OG139141,2028-03-23,2030-12-15,2026-03-17,2027-07-23,2022-11-30
EMP0348,Carole,Cooper,eileen82@example.net,1983-07-05,+44141 496 0646,"Flat 0
Hartley Hill
Iainside
N4E 1AP",Male,Midlands Central Hospitals NHS Trust,Black,South Africa,Skilled Worker,AHP,Physiologist,Emergency & Urgent Care,Minor Injuries Unit,6,54676,2024-05-14,2024-06-18,30.0,0.8,NMC,Permanent,Inactive,OI893956,ZF922043,2027-09-12,2026-11-24,2026-04-25,2027-04-09,2024-06-04
EMP0349,Charlene,Hobbs,irobinson@example.net,1992-07-22,+441414960349,"Flat 31
Teresa Course
Brownland
W4 3ZW",Female,Riverside Integrated Care NHS Trust,White,Canada,British Citizen,Nursing,Ward Manager,Women & Children,Obstetrics,8A,69797,2025-09-09,2025-10-07,37.5,1.0,NMC,Permanent,Inactive,GN972388,PQ052751,2027-06-21,2028-03-25,2025-12-16,2027-01-01,2025-09-30
EMP0350,Simon,Harrison,bhughes@example.org,1970-02-15,0121 496 0711,"782 Jason Ville
Brucefort
W9U 4ZW",Female,Oakridge Community Services NHS Trust,Asian,India,ILR,Nursing,Charge Nurse,Clinical Support Services,Pharmacy,7,62737,2021-03-01,2021-04-05,37.5,1.0,HCPC,Fixed Term,Inactive,VB073987,TK618923,2028-04-23,2029-06-08,2025-12-17,2027-08-18,2021-03-22
EMP0351,Glenn,Winter,morgannicholas@example.com,1962-04-05,+44808 1570859,"36 Jade Bridge
Tonyview
E6H 8JF",Female,Valleyview Mental Wellness NHS Trust,White,Australia,ILR,Nursing,Senior Staff Nurse,Surgery & Cancer,General Surgery,6,52124,2018-10-19,2018-11-23,30.0,0.8,NMC,Fixed Term,Suspended,ZA471895,OU272961,2029-02-26,2028-02-11,2026-02-02,2027-02-17,2018-11-09
EMP0352,Heather,Sutton,finchlauren@example.com,1964-02-11,01914960665,"9 Jayne Grove
South Rosie
W4 5ST",Female,Valleyview Mental Wellness NHS Trust,White,United States,Skilled Worker,Nursing,Healthcare Assistant,Medicine & Acute Care,Endocrinology,2,25495,2021-06-25,2021-07-30,37.5,1.0,HCPC,Bank,Active,ZH175306,WG140729,2031-01-19,2031-05-11,2026-08-27,2027-07-29,2021-07-16
EMP0353,Gareth,Watts,zoejones@example.net,1970-02-01,+441632960698,"5 Thomas Point
Knightview
SY7 5HA",Female,Horizon Integrated Health Partnership NHS Trust,Mixed,Japan,Dependent,AHP,Physiologist,Medicine & Acute Care,Respiratory Medicine,6,48852,2022-11-29,2023-01-03,30.0,0.8,NMC,Permanent,Suspended,ML447839,LS107918,2031-02-18,2028-01-09,2026-02-22,2027-08-26,2022-12-20
EMP0354,Catherine,Daly,stokesjemma@example.com,1990-04-02,(029) 2018 0657,"584 Fiona Mountains
Youngfurt
WA1Y 1HS",Male,Riverside Integrated Care NHS Trust,Black,Trinidad and Tobago,Dependent,Admin,Medical Secretary,Clinical Support Services,Pathology,4,30804,2018-07-27,2018-09-07,18.75,0.5,HCPC,Fixed Term,On Leave,GH017350,JS114303,2029-09-25,2029-04-29,2026-03-02,2027-03-26,2018-08-17
EMP0355,Tom,Turner,jenningsgerard@example.org,1983-05-31,0151 4960234,"Flat 7
Catherine Parks
Christianland
FY2 0TD",Male,Midlands Central Hospitals NHS Trust,Mixed,Australia,ILR,AHP,Physiotherapist,Surgery & Cancer,General Surgery,6,47326,2022-07-15,2022-08-12,20.0,0.53,GMC,Fixed Term,Active,HZ417863,GT320141,2027-04-16,2027-10-11,2026-01-06,2026-10-02,2022-08-05
EMP0356,Lee,Kelly,laurataylor@example.net,2002-07-19,+44118 4960692,"9 Elaine Drives
South Bradleyport
E0H 3TD",Male,Westborough Acute Care NHS Trust,White,Canada,British Citizen,Medical,FY1/FY2,Medicine & Acute Care,Respiratory Medicine,FY1,37010,2025-11-16,2025-12-14,15.0,0.4,HCPC,Permanent,Suspended,DY592158,CX886819,2028-12-04,2029-03-24,2025-10-30,2027-03-03,2025-12-07
EMP0357,Gregory,Edwards,gbarker@example.com,1968-03-12,+44(0)115 496 0128,"Flat 8
Oliver Divide
East Leon
RH88 7RA",Male,Greenhaven Acute & Specialist Care NHS Trust,Asian,Japan,Dependent,AHP,Radiographer,Clinical Support Services,Physiotherapy,6,53958,2019-12-12,2020-01-16,30.0,0.8,None,Fixed Term,Suspended,TG421528,UM572907,2027-10-16,2030-02-19,2026-03-16,2027-04-25,2020-01-02
EMP0358,Michelle,Williams,whitekieran@example.net,1963-11-14,+44(0)117 4960348,"Flat 20t
Hill Bypass
Deborahhaven
S0H 8BN",Male,Oakridge Community Services NHS Trust,White,United Kingdom,ILR,Admin,Administrator,Women & Children,Obstetrics,3,31521,2018-02-20,2018-03-20,18.75,0.5,HCPC,Bank,Suspended,UB088372,TH881325,2027-10-18,2029-06-12,2026-08-12,2026-10-18,2018-03-13
EMP0359,Deborah,Jones,eandrews@example.com,1983-03-31,+441134960659,"Flat 75
Bailey Fall
Bradleyland
S13 1XJ",Female,Greenhaven Acute & Specialist Care NHS Trust,Asian,Japan,ILR,Nursing,Senior Staff Nurse,Surgery & Cancer,General Surgery,6,47905,2024-12-06,2025-01-17,37.5,1.0,HCPC,Bank,Inactive,SS221518,VI190270,2031-05-07,2029-11-17,2026-06-10,2027-02-28,2024-12-27
EMP0360,Guy,Taylor,amann@example.com,2003-05-24,+4420 74960171,"60 Webster Mission
West Brian
L1B 4LQ",Male,Southvale Hospitals NHS Trust,Mixed,Japan,Skilled Worker,Medical,GP,Corporate Services,Communications,GP,93898,2023-11-23,2023-12-28,18.75,0.5,GMC,Bank,Suspended,JL752114,NU415158,2029-06-04,2026-10-18,2026-08-31,2026-11-13,2023-12-14
EMP0361,Joshua,Watson,annetteevans@example.net,1971-10-19,(0151) 496 0964,"Flat 8
Nelson Square
South Andreaville
E55 7YL",Female,Bluewater Community & Rehabilitation NHS Trust,White,Canada,British Citizen,Medical,SHO,Surgery & Cancer,Neurosurgery,SHO,55051,2018-12-30,2019-01-27,30.0,0.8,NMC,Bank,Inactive,TU859432,IQ931911,2029-09-25,2027-03-03,2025-10-19,2026-10-21,2019-01-20
EMP0362,Jay,Brown,lorrainebennett@example.com,2002-07-22,+44(0)1414960342,"26 Hussain Ways
Hughland
S1G 2EA",Male,Riverside Integrated Care NHS Trust,Black,Trinidad and Tobago,British Citizen,Medical,SHO,Clinical Support Services,Radiology,SHO,46009,2026-07-31,2026-09-11,30.0,0.8,HCPC,Permanent,On Leave,EV709907,JF457884,2028-05-16,2027-01-14,2025-11-05,2026-12-30,2026-08-21
EMP0363,Jordan,Williams,colinblack@example.net,1989-05-02,+44(0)114 4960355,"Studio 0
Fisher Street
East Joanneton
B8B 2TU",Male,Horizon Integrated Health Partnership NHS Trust,White,Australia,ILR,AHP,Speech Therapist,Emergency & Urgent Care,Urgent Care,6,49067,2021-11-04,2021-12-02,37.5,1.0,GMC,Permanent,Active,XS598104,MK940219,2027-01-19,2027-02-08,2026-05-12,2026-11-05,2021-11-25
EMP0364,Eileen,Patel,rogerspaula@example.org,1996-11-30,(0909) 879 0887,"Flat 4
Jenkins Junction
East Hollieside
S83 9QY",Female,Oakridge Community Services NHS Trust,Mixed,United Kingdom,Skilled Worker,Nursing,Senior Staff Nurse,Medicine & Acute Care,Neurology,6,54040,2023-10-10,2023-11-07,20.0,0.53,NMC,Bank,Suspended,YO348182,YV701670,2030-12-30,2030-11-23,2026-08-12,2026-09-14,2023-10-31
EMP0365,Carly,Price,crussell@example.com,1992-01-04,0121 4960782,"Studio 7
Kevin Lakes
South Rosemary
TF6V 8UJ",Female,Northshire University Hospitals NHS Trust,White,New Zealand,Skilled Worker,AHP,Speech Therapist,Critical Care & Anaesthesia,Anaesthesia,6,50644,2021-12-27,2022-01-31,20.0,0.53,HCPC,Permanent,Active,OF133143,XR604714,2027-03-19,2027-03-02,2026-05-21,2027-06-30,2022-01-17
EMP0366,Joel,Akhtar,lisarichardson@example.net,1973-03-18,0121 496 0054,"Flat 8
Lewis Via
New Jackmouth
G4 5TJ",Female,Westborough Acute Care NHS Trust,Black,Nigeria,Skilled Worker,Medical,FY1/FY2,Corporate Services,Human Resources,FY1,41594,2021-08-28,2021-09-25,37.5,1.0,HCPC,Fixed Term,Suspended,IN762177,SE427133,2030-09-08,2026-10-30,2025-12-06,2027-04-07,2021-09-18
EMP0367,Trevor,Elliott,brett27@example.org,1973-11-04,+44161 4960878,"17 Hudson Terrace
Port Joelmouth
WN6M 7HN",Male,Northwood Mental Health NHS Trust,Black,Nigeria,Dependent,Admin,Medical Secretary,Surgery & Cancer,Orthopaedics,4,32098,2019-09-15,2019-10-13,15.0,0.4,None,Fixed Term,Active,HI592055,LW899219,2031-09-02,2026-10-15,2026-08-07,2027-04-09,2019-10-06
EMP0368,Dominic,Taylor,ccoles@example.com,1988-02-05,(0113) 496 0101,"0 Valerie Squares
Port Garyside
B8B 0GJ",Female,Greenhaven Acute & Specialist Care NHS Trust,White,United Kingdom,Dependent,AHP,Physiologist,Clinical Support Services,Physiotherapy,6,51049,2017-05-13,2017-06-17,37.5,1.0,GMC,Fixed Term,Inactive,LU204973,MN983909,2027-09-01,2026-12-25,2025-10-29,2027-02-11,2017-06-03
EMP0369,Charlie,Watson,rosemary30@example.com,1999-10-05,+44131 4960413,"Studio 93
Fisher Manors
East Gemma
BN6V 0BJ",Female,Southvale Hospitals NHS Trust,White,New Zealand,Dependent,AHP,Pharmacist,Emergency & Urgent Care,Emergency Department,5,43963,2023-05-20,2023-06-17,15.0,0.4,None,Permanent,Suspended,GX661066,KJ028534,2028-08-01,2028-05-12,2026-02-14,2027-02-03,2023-06-10
EMP0370,Philip,Harrison,campbellbruce@example.net,1985-10-19,+44(0)1514960988,"Flat 67o
Oliver Road
Guyport
M1 5TG",Female,Midlands Central Hospitals NHS Trust,Black,Ghana,Skilled Worker,Admin,Medical Secretary,Corporate Services,Human Resources,4,36391,2022-04-06,2022-05-18,30.0,0.8,None,Permanent,Active,QJ166321,VG549106,2030-11-09,2029-06-29,2026-07-22,2027-06-20,2022-04-27
EMP0371,Graham,Ali,sbaxter@example.org,1991-08-18,01632 960 978,"477 Mathew Creek
Jadeland
ME53 8QA",Male,Hillcrest Medical Centres NHS Trust,Black,Kenya,Dependent,AHP,Occupational Therapist,Surgery & Cancer,ENT Surgery,6,54211,2018-01-22,2018-03-05,30.0,0.8,NMC,Bank,Inactive,LY091801,RS079071,2029-02-28,2029-02-13,2026-02-19,2027-03-19,2018-02-12
EMP0372,Samuel,Wells,carlyowen@example.org,2006-12-26,02074960791,"770 Cox Pass
Jonesville
B85 3NP",Male,Hillcrest Medical Centres NHS Trust,Black,South Africa,ILR,Nursing,Nursery Nurse,Clinical Support Services,Radiology,2,25380,2020-06-17,2020-07-22,37.5,1.0,NMC,Permanent,Inactive,NF252799,RL178247,2030-11-16,2030-10-09,2026-07-20,2027-08-14,2020-07-08
EMP0373,Elliot,Buckley,katieedwards@example.org,1979-12-14,029 2018272,"Flat 9
Booth Islands
Port Nicoletown
TR52 6ZB",Female,Meadowbrook Community Health NHS Trust,Black,Ghana,Dependent,AHP,Radiographer,Medicine & Acute Care,General Surgery,6,45510,2017-06-30,2017-08-04,15.0,0.4,GMC,Permanent,Active,CJ611434,PU179925,2029-08-26,2028-08-16,2025-11-17,2026-11-27,2017-07-21
EMP0374,Anna,Wilson,mitchell52@example.net,1978-05-08,(0115)4960450,"78 Jones Mall
South Katherine
M7W 0TS",Male,Riverbank General Hospitals NHS Trust,Asian,Thailand,Skilled Worker,AHP,Physiologist,Corporate Services,Human Resources,6,46810,2017-07-04,2017-08-01,30.0,0.8,GMC,Fixed Term,On Leave,IA803972,YS929303,2027-04-25,2030-10-10,2026-03-02,2026-10-10,2017-07-25
EMP0375,Kathryn,Daniels,tom84@example.com,1987-02-06,+441164960941,"Flat 60p
Sharon Trail
Hillberg
E91 4UQ",Male,Hillcrest Medical Centres NHS Trust,Asian,India,ILR,Nursing,Staff Nurse,Surgery & Cancer,Colorectal Surgery,5,38489,2025-02-13,2025-03-20,18.75,0.5,None,Fixed Term,On Leave,KI471163,LT501015,2026-12-13,2029-09-05,2026-07-30,2027-08-30,2025-03-06
EMP0376,Elizabeth,Smith,marionrees@example.org,1970-08-03,+44(0)20 7496 0831,"Flat 99z
Dawn Lakes
East Traceybury
IG2 1ST",Female,Riverbank General Hospitals NHS Trust,Mixed,Japan,Dependent,Medical,GP,Medicine & Acute Care,General Surgery,GP,98962,2023-08-04,2023-09-08,30.0,0.8,NMC,Permanent,Active,IZ209457,IG127363,2026-12-31,2027-04-17,2026-04-25,2026-10-17,2023-08-25
EMP0377,Colin,Farrell,jayne31@example.net,1979-09-09,(0116)4960357,"593 Gould Path
South Rosemaryfort
EN7H 5FA",Female,Southgate Community & Mental Health NHS Trust,Mixed,New Zealand,Skilled Worker,AHP,Radiographer,Medicine & Acute Care,Haematology,6,47930,2017-10-10,2017-11-07,15.0,0.4,GMC,Permanent,Suspended,ZV992675,PZ140559,2030-12-03,2028-07-09,2026-06-01,2027-07-05,2017-10-31
EMP0378,Jodie,White,glennsimmons@example.org,1985-10-14,0114 4960759,"Flat 3
Mohammed Glen
Bennettton
SO3 3GD",Male,Midlands Central Hospitals NHS Trust,Mixed,United Kingdom,British Citizen,Nursing,Healthcare Assistant,Emergency & Urgent Care,Emergency Department,2,25167,2019-07-10,2019-08-14,18.75,0.5,NMC,Bank,On Leave,AT916056,MG664648,2031-03-13,2027-06-26,2025-10-23,2026-10-25,2019-07-31
EMP0379,Tom,Lee,hillsamantha@example.org,1964-07-25,+44(0)115 4960315,"Studio 69F
Cole Turnpike
East Leighbury
BB36 4WL",Male,Oakridge Community Services NHS Trust,Asian,Japan,Dependent,Nursing,Ward Manager,Emergency & Urgent Care,Urgent Care,8A,62869,2020-04-29,2020-06-03,30.0,0.8,None,Bank,Inactive,GV951133,VL285259,2026-09-19,2027-07-08,2026-08-29,2026-11-07,2020-05-20
EMP0380,Fiona,Cox,gailatkinson@example.net,1977-07-03,+441164960547,"983 Smith Mountains
Robinsonport
W7C 7NQ",Female,Westborough Acute Care NHS Trust,Asian,India,ILR,Medical,Registrar,Medicine & Acute Care,Neurology,SPR,78411,2019-02-19,2019-04-02,37.5,1.0,GMC,Fixed Term,Inactive,TM308438,ZO540954,2029-01-06,2029-10-04,2025-09-14,2026-11-28,2019-03-12
EMP0381,Annette,Begum,probinson@example.org,1979-08-29,(0114)4960579,"Studio 20
Clarke Rest
Franklinfort
E47 7BG",Female,Horizon Integrated Health Partnership NHS Trust,Black,Barbados,British Citizen,Admin,Administrator,Clinical Support Services,Physiotherapy,3,28860,2020-05-02,2020-06-06,15.0,0.4,HCPC,Bank,Active,DY264942,QK059705,2030-03-14,2029-10-06,2025-09-18,2027-01-02,2020-05-23
EMP0382,Ricky,Moore,judithwilkinson@example.org,1992-02-15,(0808) 157 0273,"77 Graham Creek
South Robertberg
WV3 3YP",Male,Westmere Community Health NHS Trust,Asian,China,British Citizen,Admin,Administrator,Emergency & Urgent Care,Urgent Care,3,31165,2024-10-23,2024-12-04,30.0,0.8,None,Fixed Term,Active,CV502795,BC310944,2028-06-27,2027-01-24,2026-05-17,2026-09-27,2024-11-13
EMP0383,Joan,Roberts,jessicawilkinson@example.org,1995-07-01,+441174960580,"405 Yvonne Mall
New Ashleigh
W51 3NY",Male,Westborough Acute Care NHS Trust,Asian,India,Dependent,Admin,Medical Secretary,Emergency & Urgent Care,Urgent Care,4,33997,2021-01-22,2021-03-05,37.5,1.0,None,Fixed Term,Inactive,QM798777,OP589672,2027-01-09,2031-07-07,2026-08-22,2026-11-09,2021-02-12
EMP0384,Mary,Burke,leanne83@example.org,1976-04-18,0118 4960155,"Studio 04
Gillian Port
South Kate
N91 2QU",Male,Midlands Central Hospitals NHS Trust,White,Canada,British Citizen,AHP,Speech Therapist,Corporate Services,Communications,6,49475,2024-05-31,2024-07-12,15.0,0.4,None,Fixed Term,On Leave,FH261966,GV159249,2031-06-08,2031-01-11,2026-06-20,2026-11-19,2024-06-21
EMP0385,Kenneth,Williams,harry35@example.net,1982-09-06,+44(0)1614960709,"Flat 08l
Parker Flat
New Joyceport
CH5R 1JN",Female,Northwood Mental Health NHS Trust,Mixed,United States,British Citizen,Admin,Receptionist,Women & Children,Postnatal Care,3,30559,2019-08-21,2019-09-18,15.0,0.4,NMC,Permanent,Inactive,GB993579,PZ946552,2030-01-31,2026-11-02,2026-01-14,2026-10-19,2019-09-11
EMP0386,Shane,Marshall,janetsimmons@example.net,1985-10-21,+44(0)151 496 0828,"Flat 23
Jones Vista
Johnsonland
SO52 4ZU",Male,Eastmoor Teaching Hospitals NHS Trust,Black,Nigeria,British Citizen,Nursing,Nursery Nurse,Corporate Services,Facilities Management,2,25125,2024-10-19,2024-11-23,15.0,0.4,None,Permanent,On Leave,EC427034,LK514577,2031-05-05,2029-11-24,2026-04-16,2027-08-16,2024-11-09
EMP0387,Alan,Lewis,thayward@example.net,2008-04-09,01154960830,"0 Briggs Orchard
Lake Francis
MK2 6YN",Male,Bluewater Community & Rehabilitation NHS Trust,Asian,Japan,Dependent,AHP,Radiographer,Emergency & Urgent Care,Urgent Care,6,54216,2018-02-26,2018-03-26,37.5,1.0,None,Bank,Active,IU061482,TH520737,2029-09-13,2027-08-09,2026-03-14,2026-11-01,2018-03-19
EMP0388,Jake,Saunders,mooregeraldine@example.net,2002-09-01,(0115) 496 0295,"Flat 72O
Lewis Stravenue
Daviesmouth
N71 7AR",Female,Eastfield Psychological Services NHS Trust,White,Australia,Dependent,Nursing,Ward Manager,Emergency & Urgent Care,Urgent Care,8A,62764,2021-12-08,2022-01-19,15.0,0.4,HCPC,Bank,On Leave,OE329816,XU748174,2031-02-15,2028-07-02,2026-04-03,2026-09-26,2021-12-29
EMP0389,Wayne,Holland,kieranhughes@example.net,1998-04-15,(0306) 999 0338,"Studio 92
Shaw Ramp
Port Irene
GL32 9YF",Male,Southvale Hospitals NHS Trust,Asian,India,British Citizen,Medical,SHO,Surgery & Cancer,General Surgery,SHO,51854,2020-09-26,2020-10-24,20.0,0.53,None,Bank,Active,ZM803352,TS790166,2027-11-20,2030-06-23,2026-04-06,2027-09-05,2020-10-17
EMP0390,Sean,Little,sheilarowe@example.org,2002-11-07,01174960834,"39 Perkins Field
Emmaport
S6G 3ZX",Female,Southvale Hospitals NHS Trust,Black,Ghana,ILR,Admin,Medical Secretary,Emergency & Urgent Care,Emergency Department,4,35784,2025-06-05,2025-07-03,15.0,0.4,NMC,Bank,On Leave,JO442799,RW282551,2028-06-27,2028-11-15,2026-08-31,2027-05-11,2025-06-26
EMP0391,Barry,Jones,jeremy35@example.org,1966-02-02,+448081570247,"Flat 3
Luke Island
Benshire
PL8 3WA",Female,Greenhaven Acute & Specialist Care NHS Trust,White,Canada,British Citizen,Medical,Registrar,Clinical Support Services,Pharmacy,SPR,76083,2025-04-16,2025-05-14,37.5,1.0,None,Permanent,Active,UO333109,PU080813,2028-09-05,2028-06-01,2026-04-12,2027-08-10,2025-05-07
EMP0392,Katherine,White,bishopdenise@example.org,2005-06-18,+449098790837,"3 Stone Valleys
East Kayleigh
NR4 0SF",Male,Lakeside District Hospitals NHS Trust,White,United States,British Citizen,AHP,Speech Therapist,Medicine & Acute Care,Rheumatology,6,45320,2026-02-14,2026-03-21,18.75,0.5,NMC,Fixed Term,Active,PV312443,MU592486,2028-07-03,2029-05-16,2025-11-06,2027-05-30,2026-03-07
EMP0393,Justin,Lewis,msummers@example.com,1961-11-05,(0117)4960792,"Flat 7
Kelly Roads
Portertown
W5 0FT",Male,Southgate Community & Mental Health NHS Trust,White,Australia,Dependent,Nursing,Nursery Nurse,Emergency & Urgent Care,Urgent Care,2,26038,2019-04-26,2019-06-07,37.5,1.0,NMC,Fixed Term,Suspended,BF057680,TA338460,2028-06-17,2030-10-06,2026-02-01,2027-06-20,2019-05-17
EMP0394,Robert,Thomas,rwong@example.com,1999-06-25,+44131 496 0824,"7 Barry Knolls
West Grahamfort
WD06 0SR",Male,Riverside Integrated Care NHS Trust,White,Australia,Skilled Worker,Nursing,Charge Nurse,Critical Care & Anaesthesia,Pain Management,7,57217,2021-02-20,2021-04-03,37.5,1.0,GMC,Permanent,Inactive,JJ693347,DJ920953,2028-08-20,2026-12-14,2026-02-06,2027-07-09,2021-03-13
EMP0395,Jay,Ward,morriskatherine@example.org,1977-02-16,+441144960632,"Studio 8
Stone Loop
Port Teresahaven
E2 0DA",Male,Valleyview Mental Wellness NHS Trust,White,New Zealand,British Citizen,Admin,Data Analyst,Critical Care & Anaesthesia,Anaesthesia,8A,58739,2024-05-29,2024-07-10,15.0,0.4,None,Bank,Suspended,UE046051,UE118967,2029-07-27,2029-09-11,2026-05-12,2027-07-26,2024-06-19
